"Date","Price","Open","High","Low","Change %"
"02/08/2021","104.397","104.397","104.397","104.397","0.02%"
"02/05/2021","104.372","104.372","104.372","104.372","-0.36%"
"02/04/2021","104.754","104.754","104.754","104.754","0.09%"
"02/03/2021","104.657","104.657","104.657","104.657","0.36%"
"02/02/2021","104.286","104.286","104.286","104.286","-0.44%"
"02/01/2021","104.748","104.748","104.748","104.748","-0.94%"
"01/29/2021","105.738","105.738","105.738","105.738","-0.02%"
"01/28/2021","105.755","105.755","105.755","105.755","0.02%"
"01/27/2021","105.738","105.738","105.738","105.738","-0.02%"
"01/25/2021","105.757","105.757","105.757","105.757","-0.08%"
"01/22/2021","105.838","105.838","105.838","105.838","0.04%"
"01/21/2021","105.795","105.795","105.795","105.795","-0.07%"
"01/20/2021","105.873","105.873","105.873","105.873","0.01%"
"01/19/2021","105.863","105.863","105.863","105.863","-0.02%"
"01/18/2021","105.882","105.882","105.882","105.882","0.00%"
"01/15/2021","105.877","105.877","105.877","105.877","-0.18%"
"01/14/2021","106.070","106.070","106.070","106.070","-0.27%"
"01/13/2021","106.360","106.360","106.360","106.360","-0.10%"
"01/12/2021","106.470","106.470","106.470","106.470","-0.20%"
"01/11/2021","106.686","106.686","106.686","106.686","-0.32%"
"01/08/2021","107.025","107.025","107.025","107.025","-0.11%"
"01/07/2021","107.146","107.146","107.146","107.146","0.01%"
"01/06/2021","107.136","107.136","107.136","107.136","-0.18%"
"01/05/2021","107.334","107.334","107.334","107.334","0.03%"
"01/04/2021","107.301","107.301","107.301","107.301","0.37%"
"12/31/2020","106.903","106.903","106.903","106.903","0.05%"
"12/30/2020","106.849","106.849","106.849","106.849","0.57%"
"12/29/2020","106.240","106.240","106.240","106.240","0.02%"
"12/28/2020","106.220","106.220","106.220","106.220","0.04%"
"12/24/2020","106.180","106.180","106.180","106.180","0.08%"
"12/23/2020","106.099","106.099","106.099","106.099","-0.03%"
"12/22/2020","106.128","106.128","106.128","106.128","0.12%"
"12/21/2020","106.004","106.004","106.004","106.004","-0.06%"
"12/18/2020","106.067","106.067","106.067","106.067","-0.03%"
"12/17/2020","106.098","106.098","106.098","106.098","0.03%"
"12/16/2020","106.066","106.066","106.066","106.066","-0.03%"
"12/15/2020","106.095","106.095","106.095","106.095","0.08%"
"12/14/2020","106.006","106.006","106.006","106.006","0.06%"
"12/11/2020","105.943","105.943","105.943","105.943","-0.15%"
"12/10/2020","106.099","106.099","106.099","106.099","-0.01%"
"12/09/2020","106.111","106.111","106.111","106.111","0.15%"
"12/08/2020","105.950","105.950","105.950","105.950","-0.11%"
"12/07/2020","106.064","106.064","106.064","106.064","-0.11%"
"12/04/2020","106.176","106.176","106.176","106.176","0.33%"
"12/03/2020","105.829","105.829","105.829","105.829","-0.03%"
"12/02/2020","105.858","105.858","105.858","105.858","0.02%"
"12/01/2020","105.837","105.837","105.837","105.837","-0.13%"
"11/27/2020","105.975","105.975","105.975","105.975","-0.16%"
"11/26/2020","106.145","106.145","106.145","106.145","0.06%"
"11/25/2020","106.085","106.085","106.085","106.085","0.03%"
"11/24/2020","106.048","106.048","106.048","106.048","0.18%"
"11/23/2020","105.861","105.861","105.861","105.861","-0.04%"
"11/20/2020","105.900","105.900","105.900","105.900","0.09%"
"11/19/2020","105.806","105.806","105.806","105.806","0.03%"
"11/18/2020","105.769","105.769","105.769","105.769","0.00%"
"11/17/2020","105.771","105.771","105.771","105.771","0.06%"
"11/13/2020","105.704","105.704","105.704","105.704","0.16%"
"11/12/2020","105.537","105.537","105.537","105.537","0.00%"
"11/11/2020","105.536","105.536","105.536","105.536","0.03%"
"11/10/2020","105.508","105.508","105.508","105.508","-0.17%"
"11/09/2020","105.691","105.691","105.691","105.691","-0.11%"
"11/06/2020","105.808","105.808","105.808","105.808","0.15%"
"11/05/2020","105.645","105.645","105.645","105.645","0.11%"
"11/04/2020","105.532","105.532","105.532","105.532","0.00%"
"11/03/2020","105.535","105.535","105.535","105.535","-0.09%"
"11/02/2020","105.633","105.633","105.633","105.633","-0.06%"
"10/30/2020","105.694","105.694","105.694","105.694","-0.05%"
"10/29/2020","105.744","105.744","105.744","105.744","0.00%"
"10/28/2020","105.744","105.744","105.744","105.744","-0.11%"
"10/27/2020","105.862","105.862","105.862","105.862","-0.04%"
"10/26/2020","105.902","105.902","105.902","105.902","0.04%"
"10/23/2020","105.864","105.864","105.864","105.864","0.22%"
"10/22/2020","105.629","105.629","105.629","105.629","-0.04%"
"10/21/2020","105.673","105.673","105.673","105.673","0.01%"
"10/20/2020","105.659","105.659","105.659","105.659","0.06%"
"10/19/2020","105.593","105.593","105.593","105.593","0.12%"
"10/16/2020","105.468","105.468","105.468","105.468","-0.12%"
"10/15/2020","105.591","105.591","105.591","105.591","0.65%"
"10/14/2020","104.909","104.909","104.909","104.909","0.01%"
"10/13/2020","104.896","104.896","104.896","104.896","0.03%"
"10/12/2020","104.869","104.869","104.869","104.869","0.25%"
"10/09/2020","104.603","104.603","104.603","104.603","0.49%"
"10/08/2020","104.089","104.089","104.089","104.089","0.12%"
"10/07/2020","103.969","103.969","103.969","103.969","0.08%"
"10/06/2020","103.881","103.881","103.881","103.881","-0.10%"
"10/05/2020","103.990","103.990","103.990","103.990","0.04%"
"10/01/2020","103.944","103.944","103.944","103.944","0.05%"
"09/30/2020","103.888","103.888","103.888","103.888","0.11%"
"09/29/2020","103.776","103.776","103.776","103.776","0.03%"
"09/28/2020","103.745","103.745","103.745","103.745","-0.15%"
"09/25/2020","103.897","103.897","103.897","103.897","-0.01%"
"09/24/2020","103.904","103.904","103.904","103.904","-0.83%"
"09/23/2020","104.775","104.775","104.775","104.775","0.03%"
"09/22/2020","104.741","104.741","104.741","104.741","0.02%"
"09/21/2020","104.720","104.720","104.720","104.720","0.52%"
"09/18/2020","104.181","104.181","104.181","104.181","0.21%"
"09/17/2020","103.967","103.967","103.967","103.967","-0.14%"
"09/16/2020","104.116","104.116","104.116","104.116","0.11%"
"09/15/2020","103.998","103.998","103.998","103.998","-0.01%"
"09/14/2020","104.006","104.006","104.006","104.006","0.04%"
"09/11/2020","103.961","103.961","103.961","103.961","-0.09%"
"09/10/2020","104.051","104.051","104.051","104.051","-0.17%"
"09/09/2020","104.224","104.224","104.224","104.224","0.27%"
"09/08/2020","103.939","103.939","103.939","103.939","-0.47%"
"09/07/2020","104.435","104.435","104.435","104.435","-0.32%"
"09/04/2020","104.768","104.768","104.768","104.768","0.00%"
"09/03/2020","104.765","104.765","104.765","104.765","0.31%"
"09/02/2020","104.443","104.443","104.443","104.443","-0.07%"
"09/01/2020","104.511","104.511","104.511","104.511","0.97%"
"08/31/2020","103.505","103.505","103.505","103.505","0.11%"
"08/28/2020","103.388","103.388","103.388","103.388","-0.03%"
"08/27/2020","103.423","103.423","103.423","103.423","-0.24%"
"08/26/2020","103.667","103.667","103.667","103.667","-0.09%"
"08/25/2020","103.760","103.760","103.760","103.760","0.20%"
"08/24/2020","103.553","103.553","103.553","103.553","-0.48%"
"08/21/2020","104.048","104.048","104.048","104.048","-0.63%"
"08/20/2020","104.710","104.710","104.710","104.710","0.06%"
"08/19/2020","104.652","104.652","104.652","104.652","-0.10%"
"08/18/2020","104.752","104.752","104.752","104.752","-0.04%"
"08/17/2020","104.795","104.795","104.795","104.795","-0.14%"
"08/14/2020","104.939","104.939","104.939","104.939","-0.16%"
"08/13/2020","105.109","105.109","105.109","105.109","0.01%"
"08/12/2020","105.100","105.100","105.100","105.100","0.02%"
"08/11/2020","105.084","105.084","105.084","105.084","0.06%"
"08/10/2020","105.023","105.023","105.023","105.023","-0.03%"
"08/07/2020","105.053","105.053","105.053","105.053","-0.22%"
"08/06/2020","105.280","105.280","105.280","105.280","-0.19%"
"08/05/2020","105.480","105.480","105.480","105.480","0.07%"
"08/04/2020","105.405","105.405","105.405","105.405","-0.02%"
"08/03/2020","105.421","105.421","105.421","105.421","-0.78%"
"07/31/2020","106.255","106.255","106.255","106.255","-0.09%"
"07/30/2020","106.356","106.356","106.356","106.356","0.05%"
"07/29/2020","106.298","106.298","106.298","106.298","0.07%"
"07/28/2020","106.228","106.228","106.228","106.228","-0.02%"
"07/27/2020","106.252","106.252","106.252","106.252","-0.24%"
"07/24/2020","106.511","106.511","106.511","106.511","-0.02%"
"07/23/2020","106.531","106.531","106.531","106.531","0.05%"
"07/22/2020","106.478","106.478","106.478","106.478","-0.05%"
"07/21/2020","106.529","106.529","106.529","106.529","-0.19%"
"07/20/2020","106.728","106.728","106.728","106.728","-0.07%"
"07/17/2020","106.808","106.808","106.808","106.808","0.01%"
"07/16/2020","106.796","106.796","106.796","106.796","0.05%"
"07/15/2020","106.741","106.741","106.741","106.741","0.07%"
"07/14/2020","106.671","106.671","106.671","106.671","-0.16%"
"07/13/2020","106.838","106.838","106.838","106.838","-0.02%"
"07/10/2020","106.863","106.863","106.863","106.863","0.32%"
"07/09/2020","106.520","106.520","106.520","106.520","0.50%"
"07/08/2020","105.985","105.985","105.985","105.985","0.05%"
"07/07/2020","105.928","105.928","105.928","105.928","0.12%"
"07/06/2020","105.799","105.799","105.799","105.799","0.39%"
"07/03/2020","105.386","105.386","105.386","105.386","-0.28%"
"07/02/2020","105.687","105.687","105.687","105.687","0.15%"
"07/01/2020","105.532","105.292","105.447","105.108","0.23%"
"06/30/2020","105.291","105.141","105.291","105.141","0.14%"
"06/29/2020","105.139","104.908","105.160","104.908","0.22%"
"06/26/2020","104.907","104.875","104.927","104.825","0.46%"
"06/25/2020","104.422","104.658","104.835","104.422","-0.11%"
"06/24/2020","104.538","104.730","104.774","104.538","-0.06%"
"06/23/2020","104.597","104.473","104.597","104.320","0.12%"
"06/22/2020","104.471","104.499","104.687","104.353","-0.06%"
"06/19/2020","104.530","104.429","104.564","104.315","0.10%"
"06/18/2020","104.425","104.082","104.428","104.038","0.33%"
"06/17/2020","104.080","104.108","104.130","103.984","-0.03%"
"06/16/2020","104.107","103.863","104.107","103.447","0.13%"
"06/15/2020","103.971","103.841","103.971","103.630","0.13%"
"06/12/2020","103.839","103.859","103.859","103.629","-0.01%"
"06/11/2020","103.854","103.766","103.855","103.766","0.09%"
"06/10/2020","103.765","103.684","103.798","103.684","0.08%"
"06/09/2020","103.683","103.499","103.696","103.499","0.18%"
"06/08/2020","103.498","103.136","103.498","102.831","0.35%"
"06/05/2020","103.134","103.218","103.218","102.989","-0.08%"
"06/04/2020","103.213","103.042","103.213","102.921","0.17%"
"06/03/2020","103.040","103.164","103.164","102.969","-0.12%"
"06/02/2020","103.162","102.982","103.162","102.669","0.18%"
"06/01/2020","102.980","103.213","103.213","102.738","-0.22%"
"05/29/2020","103.212","103.276","103.319","103.104","-0.06%"
"05/28/2020","103.272","103.333","103.333","103.139","-0.06%"
"05/27/2020","103.332","103.372","103.401","103.244","-0.04%"
"05/26/2020","103.370","103.397","103.397","103.107","-0.03%"
"05/25/2020","103.396","103.396","103.396","103.396","0.00%"
"05/22/2020","103.396","102.888","103.467","102.888","0.50%"
"05/21/2020","102.882","102.785","102.888","102.577","0.10%"
"05/20/2020","102.784","102.755","102.784","102.683","-0.03%"
"05/19/2020","102.818","102.714","102.818","102.412","0.10%"
"05/18/2020","102.712","102.652","102.712","102.403","0.06%"
"05/15/2020","102.651","102.668","102.668","102.435","-0.01%"
"05/14/2020","102.665","102.426","102.860","102.426","0.23%"
"05/13/2020","102.425","102.152","102.425","102.071","0.28%"
"05/12/2020","102.144","102.189","102.193","101.970","-0.04%"
"05/11/2020","102.188","102.173","102.188","100.717","0.02%"
"05/08/2020","102.166","102.884","103.140","102.166","-0.69%"
"05/07/2020","102.878","102.878","102.878","102.878","0.00%"
"05/06/2020","102.878","102.433","102.878","102.395","0.44%"
"05/05/2020","102.430","101.971","102.430","101.971","0.43%"
"05/04/2020","101.994","101.880","101.994","101.761","0.15%"
"05/01/2020","101.840","101.840","101.840","101.840","-0.04%"
"04/30/2020","101.878","101.806","101.878","101.602","0.08%"
"04/29/2020","101.797","101.783","101.797","101.334","0.02%"
"04/28/2020","101.780","101.871","101.918","101.717","-0.09%"
"04/27/2020","101.868","101.553","101.868","101.374","0.31%"
"04/24/2020","101.551","102.256","102.256","101.534","-0.69%"
"04/23/2020","102.252","101.472","102.401","101.472","0.77%"
"04/22/2020","101.470","101.447","101.470","101.066","0.03%"
"04/21/2020","101.440","101.362","101.518","101.282","0.08%"
"04/20/2020","101.361","100.472","101.361","100.472","0.89%"
"04/17/2020","100.470","99.783","100.524","99.783","0.69%"
"04/16/2020","99.779","99.612","99.814","99.241","0.17%"
"04/15/2020","99.611","100.639","101.229","99.611","-1.02%"
"04/14/2020","100.638","100.638","100.638","100.638","0.00%"
"04/13/2020","100.638","100.348","100.638","100.242","0.34%"
"04/10/2020","100.301","100.301","100.301","100.301","-0.04%"
"04/09/2020","100.345","100.319","100.345","99.916","0.03%"
"04/08/2020","100.316","100.325","100.325","100.047","-0.01%"
"04/07/2020","100.325","100.325","100.422","100.325","-0.81%"
"04/06/2020","101.147","101.147","101.147","101.147","-0.04%"
"04/03/2020","101.191","101.593","101.593","100.738","-0.39%"
"04/02/2020","101.590","101.590","101.590","101.590","0.05%"
"04/01/2020","101.539","101.539","101.539","101.539","0.00%"
"03/31/2020","101.539","101.212","101.806","101.212","0.33%"
"03/30/2020","101.209","101.624","101.624","101.209","-0.46%"
"03/27/2020","101.680","99.970","101.886","99.970","1.72%"
"03/26/2020","99.965","99.956","100.393","99.787","0.04%"
"03/25/2020","99.922","99.922","99.922","99.922","-0.03%"
"03/24/2020","99.955","99.174","99.955","99.174","0.78%"
"03/23/2020","99.177","100.523","100.523","99.177","-1.36%"
"03/20/2020","100.548","99.441","100.548","99.279","1.12%"
"03/19/2020","99.439","100.323","100.323","99.410","-1.16%"
"03/18/2020","100.605","100.605","100.605","100.605","-0.05%"
"03/17/2020","100.651","100.651","100.651","100.651","-0.48%"
"03/16/2020","101.135","101.135","101.135","101.135","0.29%"
"03/13/2020","100.842","100.842","100.842","100.842","-0.03%"
"03/12/2020","100.869","100.869","100.869","100.869","-0.67%"
"03/11/2020","101.551","101.551","101.551","101.551","-0.04%"
"03/10/2020","101.595","101.595","101.595","101.595","-0.15%"
"03/09/2020","101.751","101.751","101.751","101.751","0.52%"
"03/06/2020","101.221","101.221","101.221","101.221","0.16%"
"03/05/2020","101.056","101.056","101.056","101.056","-0.08%"
"03/04/2020","101.141","101.141","101.141","101.141","1.46%"
"03/03/2020","99.682","99.682","99.682","99.682","-0.06%"
"03/02/2020","99.745","99.745","99.745","99.745","0.17%"
"02/28/2020","99.578","99.578","99.578","99.578","0.04%"
"02/27/2020","99.539","99.539","99.539","99.539","-0.16%"
"02/26/2020","99.696","99.696","99.696","99.696","0.27%"
"02/25/2020","99.432","99.432","99.432","99.432","-0.17%"
"02/24/2020","99.604","99.604","99.604","99.604","0.31%"
"02/21/2020","99.292","99.292","99.292","99.292","-0.10%"
"02/20/2020","99.393","99.393","99.393","99.393","-0.05%"
"02/19/2020","99.442","99.442","99.442","99.442","-0.03%"
"02/18/2020","99.474","99.474","99.474","99.474","-0.08%"
"02/17/2020","99.553","99.553","99.553","99.553","-0.04%"
"02/14/2020","99.595","99.595","99.595","99.595","0.17%"
"02/13/2020","99.424","99.424","99.424","99.424","0.20%"
"02/12/2020","99.225","99.225","99.225","99.225","0.06%"
"02/11/2020","99.168","99.168","99.168","99.168","-0.08%"
"02/10/2020","99.251","99.251","99.251","99.251","-1.27%"
"02/07/2020","100.532","100.532","100.532","100.532","0.38%"
"02/06/2020","100.156","100.156","100.156","100.156","0.26%"
"02/05/2020","99.893","99.893","99.893","99.893","-0.05%"
"02/04/2020","99.946","99.946","99.946","99.946","-0.73%"
"02/03/2020","100.677","100.677","100.677","100.677","1.29%"
"01/31/2020","99.399","99.399","99.399","99.399","-0.14%"
"01/30/2020","99.540","99.540","99.540","99.540","0.05%"
"01/29/2020","99.486","99.486","99.486","99.486","0.03%"
"01/28/2020","99.454","99.454","99.454","99.454","-0.11%"
"01/27/2020","99.561","99.561","99.561","99.561","0.05%"
"01/24/2020","99.510","99.510","99.510","99.510","0.10%"
"01/23/2020","99.406","99.406","99.406","99.406","-0.42%"
"01/22/2020","99.829","99.829","99.829","99.829","-0.02%"
"01/21/2020","99.844","99.844","99.844","99.844","0.01%"
"01/20/2020","99.839","99.839","99.839","99.839","0.01%"
"01/17/2020","99.826","99.826","99.826","99.826","0.19%"
"01/16/2020","99.635","99.635","99.635","99.635","0.10%"
"01/15/2020","99.540","99.540","99.540","99.540","0.15%"
"01/14/2020","99.387","99.387","99.387","99.387","-0.35%"
"01/13/2020","99.739","99.739","99.739","99.739","-0.12%"
"01/10/2020","99.855","99.855","99.855","99.855","-0.26%"
"01/09/2020","100.120","100.120","100.120","100.120","0.18%"
"01/08/2020","99.940","99.940","99.940","99.940","-0.04%"
"01/07/2020","99.983","99.983","99.983","99.983","0.05%"
"01/06/2020","99.930","99.930","99.930","99.930","-0.44%"
"01/03/2020","100.368","100.368","100.368","100.368","0.13%"
"01/02/2020","100.238","100.238","100.238","100.238","0.09%"
"01/01/2020","100.144","100.144","100.144","100.144","0.98%"
"12/31/2019","99.174","99.174","99.174","99.174","0.10%"
"12/30/2019","99.072","99.072","99.072","99.072","-0.15%"
"12/27/2019","99.220","99.220","99.220","99.220","-0.11%"
"12/26/2019","99.331","99.331","99.331","99.331","0.06%"
"12/25/2019","99.270","99.270","99.270","99.270","-0.02%"
"12/24/2019","99.287","99.287","99.287","99.287","-0.07%"
"12/23/2019","99.354","99.354","99.354","99.354","0.12%"
"12/20/2019","99.235","99.235","99.235","99.235","0.60%"
"12/19/2019","98.642","98.642","98.642","98.642","-0.14%"
"12/18/2019","98.776","98.776","98.776","98.776","0.23%"
"12/17/2019","98.546","98.546","98.546","98.546","0.24%"
"12/16/2019","98.314","98.314","98.314","98.314","-0.11%"
"12/13/2019","98.418","98.418","98.418","98.418","-0.04%"
"12/12/2019","98.461","98.461","98.461","98.461","0.24%"
"12/11/2019","98.222","98.222","98.222","98.222","-0.21%"
"12/10/2019","98.428","98.428","98.428","98.428","-0.20%"
"12/09/2019","98.629","98.629","98.629","98.629","0.02%"
"12/06/2019","98.612","98.612","98.612","98.612","-0.22%"
"12/05/2019","98.825","98.825","98.825","98.825","-0.96%"
"12/04/2019","99.784","99.784","99.784","99.784","0.00%"
"12/03/2019","99.783","99.783","99.783","99.783","-0.13%"
"12/02/2019","99.908","99.908","99.908","99.908","0.36%"
"11/29/2019","99.554","99.554","99.554","99.554","-0.08%"
"11/28/2019","99.635","99.635","99.635","99.635","0.06%"
"11/27/2019","99.576","99.576","99.576","99.576","-0.02%"
"11/26/2019","99.596","99.596","99.596","99.596","0.61%"
"11/25/2019","98.990","98.990","98.990","98.990","0.13%"
"11/22/2019","98.861","98.861","98.861","98.861","-0.01%"
"11/21/2019","98.873","98.873","98.873","98.873","-0.14%"
"11/20/2019","99.015","99.015","99.015","99.015","0.13%"
"11/19/2019","98.888","98.888","98.888","98.888","0.07%"
"11/18/2019","98.815","98.815","98.815","98.815","0.12%"
"11/15/2019","98.698","98.698","98.698","98.698","0.12%"
"11/14/2019","98.579","98.579","98.579","98.579","0.04%"
"11/13/2019","98.541","98.541","98.541","98.541","0.26%"
"11/12/2019","98.287","98.287","98.287","98.287","0.03%"
"11/11/2019","98.262","98.262","98.262","98.262","-0.11%"
"11/08/2019","98.371","98.371","98.371","98.371","-0.17%"
"11/07/2019","98.539","98.539","98.539","98.539","-0.08%"
"11/06/2019","98.621","98.621","98.621","98.621","0.10%"
"11/05/2019","98.524","98.524","98.524","98.524","-0.18%"
"11/04/2019","98.697","98.697","98.697","98.697","-0.07%"
"11/01/2019","98.769","98.769","98.769","98.769","0.00%"
"10/31/2019","98.767","98.767","98.767","98.767","0.12%"
"10/30/2019","98.647","98.647","98.647","98.647","1.11%"
"10/29/2019","97.567","97.567","97.567","97.567","-0.01%"
"10/28/2019","97.576","97.576","97.576","97.576","-0.01%"
"10/25/2019","97.586","97.586","97.586","97.586","0.01%"
"10/24/2019","97.579","97.579","97.579","97.579","0.00%"
"10/23/2019","97.582","97.582","97.582","97.582","0.09%"
"10/22/2019","97.494","97.494","97.494","97.494","0.01%"
"10/21/2019","97.482","97.482","97.482","97.482","-0.08%"
"10/18/2019","97.560","97.560","97.560","97.560","-0.06%"
"10/17/2019","97.617","97.617","97.617","97.617","-0.14%"
"10/16/2019","97.752","97.752","97.752","97.752","0.09%"
"10/15/2019","97.662","97.662","97.662","97.662","0.08%"
"10/14/2019","97.580","97.580","97.580","97.580","0.21%"
"10/11/2019","97.375","97.375","97.375","97.375","0.02%"
"10/10/2019","97.358","97.358","97.358","97.358","-0.52%"
"10/09/2019","97.871","97.871","97.871","97.871","-0.18%"
"10/08/2019","98.046","98.046","98.046","98.046","-0.02%"
"10/07/2019","98.061","98.061","98.061","98.061","-1.81%"
"10/04/2019","99.870","99.870","99.870","99.870","-0.21%"
"10/03/2019","100.076","100.076","100.076","100.076","0.30%"
"10/02/2019","99.774","99.774","99.774","99.774","-0.02%"
"10/01/2019","99.789","99.789","99.789","99.789","0.40%"
"09/30/2019","99.390","99.390","99.390","99.390","0.25%"
"09/27/2019","99.141","99.141","99.141","99.141","-0.13%"
"09/26/2019","99.270","99.270","99.270","99.270","0.20%"
"09/25/2019","99.068","99.068","99.068","99.068","0.10%"
"09/24/2019","98.973","98.973","98.973","98.973","-0.19%"
"09/23/2019","99.158","99.158","99.158","99.158","0.28%"
"09/20/2019","98.880","98.880","98.880","98.880","0.59%"
"09/19/2019","98.298","98.298","98.298","98.298","-0.70%"
"09/18/2019","98.988","98.988","98.988","98.988","0.61%"
"09/17/2019","98.385","98.385","98.385","98.385","-0.16%"
"09/16/2019","98.543","98.543","98.543","98.543","-0.36%"
"09/13/2019","98.902","98.902","98.902","98.902","0.03%"
"09/12/2019","98.874","98.874","98.874","98.874","0.03%"
"09/11/2019","98.844","98.844","98.844","98.844","0.09%"
"09/10/2019","98.751","98.751","98.751","98.751","0.01%"
"09/09/2019","98.743","98.743","98.743","98.743","0.09%"
"09/06/2019","98.657","98.657","98.657","98.657","-0.01%"
"09/05/2019","98.666","98.666","98.666","98.666","-0.10%"
"09/04/2019","98.760","98.760","98.760","98.760","-0.03%"
"09/03/2019","98.791","98.791","98.791","98.791","0.20%"
"09/02/2019","98.592","98.592","98.592","98.592","-0.02%"
"08/30/2019","98.611","98.611","98.611","98.611","-0.13%"
"08/29/2019","98.738","98.738","98.738","98.738","0.25%"
"08/28/2019","98.494","98.494","98.494","98.494","-0.31%"
"08/27/2019","98.797","98.797","98.797","98.797","-0.26%"
"08/26/2019","99.059","99.059","99.059","99.059","0.55%"
"08/23/2019","98.517","98.517","98.517","98.517","-0.01%"
"08/22/2019","98.525","98.525","98.525","98.525","0.08%"
"08/21/2019","98.442","98.442","98.442","98.442","-0.40%"
"08/20/2019","98.835","98.835","98.835","98.835","0.12%"
"08/19/2019","98.719","98.719","98.719","98.719","-0.22%"
"08/16/2019","98.940","98.940","98.940","98.940","0.54%"
"08/15/2019","98.405","98.405","98.405","98.405","-0.05%"
"08/14/2019","98.452","98.452","98.452","98.452","-0.81%"
"08/13/2019","99.257","99.257","99.257","99.257","-0.17%"
"08/12/2019","99.425","99.425","99.425","99.425","-0.03%"
"08/09/2019","99.459","99.459","99.459","99.459","-0.12%"
"08/08/2019","99.580","99.580","99.580","99.580","0.08%"
"08/07/2019","99.504","99.504","99.504","99.504","0.09%"
"08/06/2019","99.414","99.414","99.414","99.414","0.19%"
"08/05/2019","99.225","99.225","99.225","99.225","-0.26%"
"08/02/2019","99.483","99.483","99.483","99.483","-0.39%"
"08/01/2019","99.873","99.873","99.873","99.873","0.35%"
"07/31/2019","99.521","99.521","99.521","99.521","0.00%"
"07/30/2019","99.521","99.521","99.521","99.521","0.15%"
"07/29/2019","99.370","99.370","99.370","99.370","0.54%"
"07/26/2019","98.841","98.841","98.841","98.841","-0.05%"
"07/25/2019","98.886","98.886","98.886","98.886","0.45%"
"07/24/2019","98.446","98.446","98.446","98.446","0.11%"
"07/23/2019","98.334","98.334","98.334","98.334","-0.20%"
"07/22/2019","98.531","98.531","98.531","98.531","-0.56%"
"07/19/2019","99.084","99.084","99.084","99.084","0.10%"
"07/18/2019","98.987","98.987","98.987","98.987","-0.24%"
"07/17/2019","99.229","99.229","99.229","99.229","-0.20%"
"07/16/2019","99.427","99.427","99.427","99.427","0.22%"
"07/15/2019","99.209","99.209","99.209","99.209","1.49%"
"07/12/2019","97.756","97.756","97.756","97.756","0.01%"
"07/11/2019","97.748","97.748","97.748","97.748","0.30%"
"07/10/2019","97.457","97.457","97.457","97.457","0.65%"
"07/09/2019","96.824","96.824","96.824","96.824","-0.24%"
"07/08/2019","97.053","97.053","97.053","97.053","-0.40%"
"07/05/2019","97.439","97.439","97.439","97.439","0.35%"
"07/04/2019","97.099","97.099","97.099","97.099","0.51%"
"07/03/2019","96.611","96.611","96.611","96.611","0.07%"
"07/02/2019","96.545","96.545","96.545","96.545","0.16%"
"07/01/2019","96.392","96.392","96.392","96.392","-1.02%"
"06/28/2019","97.390","97.390","97.390","97.390","0.09%"
"06/27/2019","97.306","97.306","97.306","97.306","0.27%"
"06/26/2019","97.046","97.046","97.046","97.046","-0.01%"
"06/25/2019","97.051","97.051","97.051","97.051","0.43%"
"06/24/2019","96.633","96.633","96.633","96.633","0.04%"
"06/21/2019","96.591","96.591","96.591","96.591","-0.48%"
"06/20/2019","97.056","97.056","97.056","97.056","0.35%"
"06/19/2019","96.717","96.717","96.717","96.717","-0.08%"
"06/18/2019","96.796","96.796","96.796","96.796","1.07%"
"06/17/2019","95.772","95.772","95.772","95.772","-0.12%"
"06/14/2019","95.888","95.888","95.888","95.888","0.60%"
"06/13/2019","95.314","95.314","95.314","95.314","0.03%"
"06/12/2019","95.286","95.286","95.286","95.286","0.07%"
"06/11/2019","95.215","95.215","95.215","95.215","0.12%"
"06/10/2019","95.100","95.100","95.100","95.100","-0.36%"
"06/07/2019","95.446","95.446","95.446","95.446","-0.17%"
"06/06/2019","95.611","95.611","95.611","95.611","0.51%"
"06/05/2019","95.130","95.130","95.130","95.130","-0.12%"
"06/04/2019","95.245","95.245","95.245","95.245","-0.14%"
"06/03/2019","95.378","95.378","95.378","95.378","0.20%"
"05/31/2019","95.185","95.185","95.185","95.185","0.50%"
"05/30/2019","94.714","94.714","94.714","94.714","-0.01%"
"05/29/2019","94.721","94.721","94.721","94.721","0.17%"
"05/28/2019","94.558","94.558","94.558","94.558","0.13%"
"05/27/2019","94.436","94.436","94.436","94.436","0.33%"
"05/24/2019","94.122","94.122","94.122","94.122","0.16%"
"05/23/2019","93.969","93.969","93.969","93.969","0.09%"
"05/22/2019","93.880","93.880","93.880","93.880","0.26%"
"05/21/2019","93.635","93.635","93.635","93.635","-0.08%"
"05/20/2019","93.710","93.710","93.710","93.710","0.40%"
"05/17/2019","93.334","93.334","93.334","93.334","-0.07%"
"05/16/2019","93.398","93.398","93.398","93.398","0.07%"
"05/15/2019","93.335","93.335","93.335","93.335","-0.02%"
"05/14/2019","93.352","93.352","93.352","93.352","0.21%"
"05/13/2019","93.159","93.159","93.159","93.159","-0.08%"
"05/10/2019","93.229","93.229","93.229","93.229","-0.08%"
"05/09/2019","93.302","93.302","93.302","93.302","-0.12%"
"05/08/2019","93.418","93.418","93.418","93.418","-0.01%"
"05/07/2019","93.425","93.425","93.425","93.425","0.13%"
"05/06/2019","93.301","93.301","93.301","93.301","0.03%"
"05/03/2019","93.276","93.276","93.276","93.276","0.02%"
"05/02/2019","93.255","93.255","93.255","93.255","0.14%"
"05/01/2019","93.123","93.123","93.123","93.123","-0.03%"
"04/30/2019","93.151","93.151","93.151","93.151","0.07%"
